id,left_image_path,right_image_path,left_higher_organization,pair_weight
26fa72f6f159,train/1ebdde73f527.png,train/df86412d40e6.png,0,1.614187
2706b2898c9a,train/aaa1114e22eb.png,train/2b3b004700d1.png,1,1.290444
271fd4b2b0e7,train/c9bf15592764.png,train/03e34f920143.png,1,1.62776
277d2007e059,train/2df5a04fcf88.png,train/d6950764c8e0.png,0,2.027332
27ba327ccaec,train/a7f50e90c37e.png,train/743c57d0c2f9.png,0,1.321064
2856e6cbb551,train/d99008ae2e6a.png,train/70d9ab68008c.png,0,1.397264
285ac472e41d,train/369255d2dbf3.png,train/8dcff19fe567.png,0,1.708573
293f0019ba4b,train/c212c39a67df.png,train/7fff443e15f1.png,0,1.267859
293f78eda4e6,train/6aba41b17339.png,train/d6950764c8e0.png,0,2.367052
2964c2fbb23b,train/a89bd9162f56.png,train/4b89bd1f32a9.png,1,1.778481
2989b47041d8,train/2d563ddca2d4.png,train/9591617509e1.png,1,1.278522
299a3d99e1c2,train/f85ce1781275.png,train/af6d11aed1d7.png,0,1.473872
2a1898b61010,train/0670f91243ce.png,train/3439742d146f.png,1,2.416773
2a51b1123cf7,train/1246ca6d01df.png,train/ff8922cfbe3e.png,0,1.816088
2a616ee4d7da,train/53cb529e5c5a.png,train/4b89bd1f32a9.png,1,1.289933
2aa5cb4c3bbe,train/eb53fc913764.png,train/2774b050c30b.png,0,1.326997
2aaafeff5db5,train/e899214457ad.png,train/605d5afa9e05.png,0,1.836487
2b129bb2f83f,train/d99008ae2e6a.png,train/e0ce33e4012d.png,0,1.856769
2b64a1eba906,train/e026b527181b.png,train/ef6785275098.png,0,1.351498
2bde7864b10d,train/0f989256b946.png,train/22550f68809e.png,0,1.498252
2c30c3bcfb36,train/e66d82298637.png,train/bddcc1033442.png,1,2.274966
2c325f1f4e18,train/149a5a6dbb89.png,train/feb7a02af5df.png,0,1.999239
2c3b9021bb34,train/f8c2c4ded4d4.png,train/79ff9d9a9dfe.png,1,1.512468
2c7cc5ce982d,train/acb7075bc07a.png,train/65aadc352e1f.png,1,1.668198
2ccdf0f5f784,train/2270493ed3ba.png,train/a0713920bdbb.png,1,1.674476
2cecfc54e225,train/6d20131e9a44.png,train/9f3fc3aaaca3.png,0,1.411968
2cf431aedf7c,train/c6bafa22bd32.png,train/43f964627275.png,1,1.472216
2d1ef0061271,train/6dca3ca3cfae.png,train/70990ddfd1bc.png,0,1.964454
2d443cbcf461,train/605e62b3a04f.png,train/ef6785275098.png,0,1.429878
2d90dabd9e46,train/390c59d427c4.png,train/f372e2e94453.png,0,2.194844
2df13efd8083,train/dc83159f3fd6.png,train/f19eec1ae3a8.png,0,2.16053
2e2b3da940e1,train/c6bafa22bd32.png,train/7fff443e15f1.png,1,1.553188
2e459612ef63,train/2270493ed3ba.png,train/d9942dede297.png,1,1.545347
2e928fce85df,train/ffafd0305bbd.png,train/feb7a02af5df.png,0,1.620998
2ed5f2cfca5f,train/c738c56e6247.png,train/e0212e67f4a4.png,0,1.283523
2ee4c5cdd28f,train/bdae629d0090.png,train/3b3f29e9214f.png,1,1.30446
2f1d30f4770f,train/2df5a04fcf88.png,train/530d8f9adfa3.png,0,1.338722
2f89d1f2bfea,train/44962c815c5f.png,train/999d78974c0d.png,1,1.533588
2fdf3b218b93,train/da4de4106c41.png,train/a8a2b9916a65.png,0,1.383162
2ff0763b88b9,train/885d9dc4497b.png,train/ede81478c5c3.png,1,1.467775
30d1777b82c7,train/7943073c25ca.png,train/7fff443e15f1.png,1,1.460616
31588d34bd55,train/90430fc36a56.png,train/f5199cb3318a.png,0,2.126688
3190e6051adf,train/f8c2c4ded4d4.png,train/4096f700ad88.png,1,1.665307
31a84344f7bb,train/701b9e8800ec.png,train/fee6b7f1371c.png,0,1.313162
322f614ae118,train/87148b6084ab.png,train/11027b3aa84c.png,1,1.450794
325c83303bc2,train/d6950764c8e0.png,train/c738c56e6247.png,1,2.367052
3270338510f4,train/d819ccfacd4b.png,train/e355293b5676.png,1,1.336489
32ff0ae7f5ec,train/c9bf15592764.png,train/13252c7ea979.png,1,1.902894
3348ca1616ba,train/a5e213d09d02.png,train/c9bf15592764.png,0,1.612676
33551c93b4f6,train/f21c2b5f899b.png,train/2b0335e82f05.png,1,1.434677
3361f608fe14,train/36499adf2292.png,train/43f964627275.png,1,1.383762
3381c91976c5,train/af6d11aed1d7.png,train/2b0335e82f05.png,1,1.337259
340df75aec30,train/b3f1246fc6b8.png,train/cbdd68e0a5f6.png,1,2.027265
3435b0af3aaf,train/122db3090a49.png,train/d682d3f483ae.png,1,1.686748
348a27fe88cf,train/f9d20f5226d9.png,train/885d9dc4497b.png,0,1.467775
34f87cc21cc6,train/ec0cdf9c4490.png,train/3ed9fd8315cb.png,1,1.859847
3504e73808ff,train/473b5cbfdf65.png,train/743c57d0c2f9.png,1,1.371635
3547507cb508,train/83f9c1caba30.png,train/fff91df3d99c.png,1,1.4589
3575419c9aed,train/2d563ddca2d4.png,train/0670f91243ce.png,0,1.864455
35c894d30fb3,train/d133861d057b.png,train/c738c56e6247.png,1,1.301908
36356b1df180,train/2270493ed3ba.png,train/983c5feb1330.png,1,1.48339
36a4266121f6,train/85bbc1701ac3.png,train/fbffc1e53fb1.png,0,2.026065
3725ffe3632a,train/9c860aa3f276.png,train/88069d9ddc98.png,0,1.423665
37dfabcdb6fd,train/70b2b70135c1.png,train/acb7075bc07a.png,0,1.405309
37e1e52b2823,train/bdb2c3f701ac.png,train/13fdcf918ce7.png,1,1.414341
38018cfac666,train/c9bf15592764.png,train/c66616a2e95a.png,1,1.701498
384244531508,train/983c5feb1330.png,train/04c574c889cf.png,0,2.335976
38667d1c081a,train/d6950764c8e0.png,train/d133861d057b.png,1,1.877295
387940eb1b3d,train/43f964627275.png,train/af5072ff6452.png,1,1.297114
3954a6fbbe2f,train/b99d0c2dae11.png,train/88069d9ddc98.png,0,1.39235
39580c67070a,train/2c48228bfd4b.png,train/73d1dd43ecb0.png,0,2.03104
39854947c837,train/e66d82298637.png,train/ffafd0305bbd.png,1,1.856457
398c0becd3b4,train/f8c1177f4eb7.png,train/8dcff19fe567.png,0,1.586897
39cdf53b4eb4,train/eb53fc913764.png,train/88069d9ddc98.png,1,1.282473
3a335caa785e,train/55567c671198.png,train/2774b050c30b.png,0,1.900909
3a82914f401e,train/fee6b7f1371c.png,train/e34bd1fef9a3.png,1,1.28552
3a8bbd3185a9,train/bdb2c3f701ac.png,train/0670f91243ce.png,0,2.073954
3ad99e520b85,train/26937f00164c.png,train/2d563ddca2d4.png,0,1.598163
3b24a80a8df6,train/33c58a433291.png,train/cc7156f4b2ec.png,0,1.416017
3b47a327fcfe,train/70990ddfd1bc.png,train/d682d3f483ae.png,1,1.674411
3b73dc9d31d0,train/36499adf2292.png,train/f4dc006e9f53.png,1,1.478775
3bcdbca2eb6b,train/d4f728ebadce.png,train/f5199cb3318a.png,0,1.4901
3c1879358987,train/d6950764c8e0.png,train/53cb529e5c5a.png,1,1.892202
3cca5e16872c,train/acb7075bc07a.png,train/32f674602ff2.png,0,1.430884
3d434bffef34,train/37b89cb2713e.png,train/0f989256b946.png,1,1.409631
3e382dfe23fd,train/e8b89f2d0d38.png,train/af5072ff6452.png,1,1.428574
3e7ba2e885f9,train/cc7156f4b2ec.png,train/03bd450fe1df.png,1,1.632253
3e947b11e46a,train/bddcc1033442.png,train/cfcd2a4c9a4c.png,0,1.741949
3ed57e405349,train/90430fc36a56.png,train/e026b527181b.png,0,1.76607
3eddf3fe1f9d,train/c52b184b22e1.png,train/63cddea0a8cf.png,1,1.476512
3f13b004d620,train/fe2fdaa42ff6.png,train/90c871052a80.png,0,1.379759
3f2f690326cb,train/f8d4c5da0a5b.png,train/8dcff19fe567.png,0,1.722643
3f3a9b227870,train/8d893a7702df.png,train/9f3fc3aaaca3.png,0,1.324168
3f676817a029,train/53cb529e5c5a.png,train/03bd450fe1df.png,1,1.289933
3fb30d145313,train/3e061b786246.png,train/87148b6084ab.png,0,2.510459
40f670cc5a0d,train/b3f1246fc6b8.png,train/ee1312c816f0.png,1,2.311137
410bac458ef2,train/70990ddfd1bc.png,train/bfab538c5247.png,1,1.780056
414324f3dfe5,train/605ad3b023a1.png,train/59f114776385.png,1,2.270003
41558a0509c3,train/adfe507a03a2.png,train/df34f7f109b9.png,0,1.332232
41564c41e43a,train/e0212e67f4a4.png,train/4b89bd1f32a9.png,1,1.283523
41e1265dc45d,train/44962c815c5f.png,train/3bfc8b160f59.png,1,1.533588
4421081f7260,train/bdae629d0090.png,train/ee1312c816f0.png,1,1.30446
443d729572c1,train/b40a642d7c00.png,train/84181be50b2d.png,0,1.298997
44cd58c68118,train/79cc1310d6e2.png,train/dc28b65a154d.png,1,1.924805
45150ea937af,train/49f4d5a32319.png,train/3e1e55d4cc27.png,0,1.352947
453c7d92ffd5,train/13fdcf918ce7.png,train/855dec62d54f.png,0,1.57165
45da6d2f0252,train/13a0265d9d81.png,train/c9bf15592764.png,0,1.902894
460bf9eb1765,train/fee6b7f1371c.png,train/0bb8db5f746f.png,1,1.442785
461695aea01b,train/03e34f920143.png,train/311d7cb27fdf.png,0,1.306534
462485382543,train/b1827901d52f.png,train/ef6785275098.png,0,1.749346
462dc66e61a1,train/1ebdde73f527.png,train/3ad7d0f667d5.png,0,1.561149
468771a46446,train/530d8f9adfa3.png,train/983c5feb1330.png,1,1.330019
468f87f8b88a,train/605d5afa9e05.png,train/390c59d427c4.png,1,1.670689
46c72e4fad69,train/e899214457ad.png,train/d4f728ebadce.png,0,1.45744
46c7bb236a7d,train/13252c7ea979.png,train/05fb90066af8.png,0,2.397735
47218287c36b,train/53cb529e5c5a.png,train/0f989256b946.png,1,1.289933
47a8f30221a8,train/79ff9d9a9dfe.png,train/26b4659b22ac.png,1,1.716955
47d6faa22d8d,train/bdae629d0090.png,train/4b89bd1f32a9.png,1,1.30446
48258b235ff0,train/05fb90066af8.png,train/ee1312c816f0.png,1,2.397735
487bbefbcf92,train/fa4b76dfe542.png,train/e26b85765557.png,1,1.589981
4915b71b2a1e,train/d6950764c8e0.png,train/37b89cb2713e.png,1,1.750102
4a1d734e6636,train/c6c82ca16fd4.png,train/149a5a6dbb89.png,1,1.296783
4a230825e9d4,train/311d7cb27fdf.png,train/bf760f2acd7e.png,1,1.377192
4acdae8bd092,train/fd6c2726d04a.png,train/90430fc36a56.png,1,2.079514
4ad0ad33832b,train/586b96b84434.png,train/cfcd2a4c9a4c.png,0,1.717402
4af55c4d97d2,train/ccdadee52269.png,train/cd13b3b43791.png,1,1.430137
4b11b1293d77,train/43f964627275.png,train/88652156e19f.png,0,1.525157
4b25afa02fa4,train/df86412d40e6.png,train/3e1e55d4cc27.png,0,1.362685
4b457acbf03e,train/f372e2e94453.png,train/fea203ba5834.png,1,2.37943
4b92976d41a4,train/af5072ff6452.png,train/c6bafa22bd32.png,0,1.9101
4bd016704c1a,train/38af92a40aa6.png,train/adfe507a03a2.png,1,1.83375
4c214ceb3c8c,train/88652156e19f.png,train/b43d5d9c90f8.png,1,1.545102
4c2bf6428ff4,train/465dd4377a70.png,train/90c871052a80.png,0,1.459586
4c8e3a33caa2,train/f87a921c9e07.png,train/d819ccfacd4b.png,0,1.343344
4ca634fa97e6,train/dde45aea6dde.png,train/3ad7d0f667d5.png,0,1.282698
4cc7103da2e7,train/70b2b70135c1.png,train/7943073c25ca.png,0,1.720485
4d72ab7d1268,train/f372e2e94453.png,train/605d5afa9e05.png,1,1.344751
4d8d007674c4,train/122db3090a49.png,train/544b4a59c1b6.png,1,1.977701
4dc2450e6384,train/3ad7d0f667d5.png,train/9c860aa3f276.png,1,1.53595
4df1be276806,train/c66616a2e95a.png,train/122db3090a49.png,0,1.772748
4e1acdc1ec3f,train/791a64b1dca2.png,train/a89bd9162f56.png,0,1.49779
4e20a731053f,train/369255d2dbf3.png,train/9f3fc3aaaca3.png,0,1.2866
4e9cbc3c4753,train/f8c2c4ded4d4.png,train/d99008ae2e6a.png,1,2.176933
4edb3688868e,train/202f1b2cac21.png,train/71e58187cfd6.png,1,1.444012
4f0b74b0c5c9,train/3da3d1dafa5f.png,train/369255d2dbf3.png,1,1.311082
4f6f35dab500,train/fb4c7e0a4d3a.png,train/47b2f1635707.png,1,1.297982
501a3b760b25,train/1e38c0c4f6c3.png,train/f60a83f3326b.png,1,1.446405
50208f63c284,train/fb4c7e0a4d3a.png,train/369255d2dbf3.png,1,1.305268
502443c0f157,train/fbffc1e53fb1.png,train/465dd4377a70.png,1,2.119967
507f83d316d0,train/ffafd0305bbd.png,train/36499adf2292.png,0,1.425928
50afd29c100a,train/79cc1310d6e2.png,train/3e061b786246.png,1,2.516768
5118eec75800,train/d6950764c8e0.png,train/22550f68809e.png,1,1.653395
51684190c627,train/90430fc36a56.png,train/f5e1c899b72b.png,0,2.146356
51d3123e0072,train/2270493ed3ba.png,train/df34f7f109b9.png,1,1.334029
51db28f706fe,train/84181be50b2d.png,train/465dd4377a70.png,1,1.299558
5216e71ce6b3,train/3e1e55d4cc27.png,train/b99d0c2dae11.png,1,2.0865
522b3c15c9f6,train/825cf2108bfc.png,train/5472340443df.png,0,1.386424
525aad14e76e,train/79cc1310d6e2.png,train/d99008ae2e6a.png,1,2.233307
533d4e28694f,train/90c871052a80.png,train/d01b3e9b5fb3.png,1,1.329205
53482de0784f,train/04c574c889cf.png,train/adfe507a03a2.png,1,2.704168
535b292167fe,train/d01b3e9b5fb3.png,train/79ff9d9a9dfe.png,0,1.43645
535ca8ea5e5b,train/22ddaa54c6c7.png,train/ece7956c65f6.png,1,1.384514
5365e9bef749,train/701b9e8800ec.png,train/37b89cb2713e.png,0,1.282304
538affdb7ff9,train/743c57d0c2f9.png,train/63cddea0a8cf.png,1,1.569241
538eefc1d7b2,train/df86412d40e6.png,train/dc28b65a154d.png,1,1.317247
542d51ae025d,train/5ea817704ef9.png,train/fb4c7e0a4d3a.png,0,1.333461
54afa8a3d991,train/3439742d146f.png,train/3da3d1dafa5f.png,0,1.33636
54cc8ec01ced,train/38b793fae9f2.png,train/7daf97780930.png,0,1.649791
554a8138bbc1,train/ccdadee52269.png,train/8d6f7167ba0c.png,1,1.430137
566dfa43ce73,train/b40a642d7c00.png,train/fbffc1e53fb1.png,0,2.119237
56b861870226,train/f21c2b5f899b.png,train/5cbe232f4266.png,1,1.418179
56c046cafb68,train/feb7a02af5df.png,train/33c58a433291.png,1,1.987185
56cccfb9fe4d,train/4e6af9fc139d.png,train/d6e236c199fe.png,1,1.397468
57ea111b7dd1,train/8dcff19fe567.png,train/5ea817704ef9.png,1,1.741793
5822727163e8,train/fbffc1e53fb1.png,train/84181be50b2d.png,1,1.655925
582369609468,train/df34f7f109b9.png,train/c738c56e6247.png,1,1.332232
582801431038,train/825cf2108bfc.png,train/ff8922cfbe3e.png,0,1.816088
58bc2d7b9909,train/f365db7a482c.png,train/9591617509e1.png,1,1.331271
58c2dfcdc6eb,train/b4296483a9bf.png,train/3e061b786246.png,1,1.336124
58e9c9a284d2,train/97450826a260.png,train/6e38d71c801f.png,1,1.89065
58ec9d676880,train/b99d0c2dae11.png,train/79ff9d9a9dfe.png,0,1.457973
58eea75ae6ac,train/11931268fcfe.png,train/605ad3b023a1.png,0,1.997877
58f5741e8c56,train/f5e1c899b72b.png,train/5cd7a754594c.png,1,1.89783
5931fcfad182,train/311d7cb27fdf.png,train/3b3f29e9214f.png,1,1.55107
59321d1b871e,train/03e34f920143.png,train/fa4b76dfe542.png,0,1.341278
594d496b368f,train/202f1b2cac21.png,train/3bc77f0484e8.png,1,1.281739
59a85723c58a,train/ef6785275098.png,train/edbcff77a0f9.png,1,1.970408
59e4e323eded,train/adfe507a03a2.png,train/d133861d057b.png,0,1.301908
59e7250b99c9,train/885d9dc4497b.png,train/0d98207d863c.png,1,1.467775
59f82f57f2f0,train/f2483af7dcdc.png,train/1e38c0c4f6c3.png,0,1.695835
5b1c838abeb5,train/1246ca6d01df.png,train/b33c03a63fb7.png,0,1.638331
5b5d1d1257aa,train/05fb90066af8.png,train/1c22a5e817c6.png,1,2.197454
5b78f8cc1010,train/b33c03a63fb7.png,train/825cf2108bfc.png,1,1.638331
5b9846157c8e,train/311d7cb27fdf.png,train/5dbbc033132f.png,1,1.354284
5bd919b2e108,train/70990ddfd1bc.png,train/13a0265d9d81.png,1,1.964454
5c8c35fda708,train/e026b527181b.png,train/edbcff77a0f9.png,1,1.466128
5c96c285d181,train/13fdcf918ce7.png,train/44962c815c5f.png,0,1.533588
5d152d73b367,train/cf039961bd65.png,train/c6c82ca16fd4.png,0,1.269706
5d19443a8a09,train/79cc1310d6e2.png,train/b4296483a9bf.png,1,1.971948
5d19cc39d2ea,train/d819ccfacd4b.png,train/2e24ba466fe1.png,1,1.27753
5d1b6c1fe7ae,train/04c574c889cf.png,train/eed84c3798a2.png,1,2.480379
5d937e91384c,train/1dd12dcfa619.png,train/37b89cb2713e.png,0,1.409631
5ddf31f25419,train/3bfc8b160f59.png,train/202f1b2cac21.png,0,1.444012
5e4851123e9d,train/acb7075bc07a.png,train/e66d82298637.png,0,1.598201
5e9b9b3929f0,train/32f674602ff2.png,train/b40a642d7c00.png,1,2.137153
5f67bae6ea03,train/b4296483a9bf.png,train/87148b6084ab.png,0,1.966178
5f9b1a8f12ca,train/855dec62d54f.png,train/5ea817704ef9.png,1,1.328877
5fe819b220f1,train/70990ddfd1bc.png,train/ee1312c816f0.png,1,1.964454
5ffb5fa9cb3f,train/df86412d40e6.png,train/2774b050c30b.png,0,1.551668
5ffe8a011e8d,train/1ebdde73f527.png,train/eb53fc913764.png,0,1.863866
608ff396b150,train/aaa1114e22eb.png,train/04c574c889cf.png,0,1.922574
628b8ececfcc,train/11931268fcfe.png,train/ff8922cfbe3e.png,0,1.356918
